# additive constant
374.000000
#  115 local fields
5 43 -1.500000
5 46 -1.500000
5 50 -1.500000
5 51 -1.500000
5 52 -1.500000
6 0 1.000000
6 1 1.000000
6 2 1.000000
6 3 1.750000
6 4 1.000000
6 5 1.000000
6 7 1.750000
6 8 1.000000
6 9 1.000000
6 10 1.000000
6 11 1.750000
6 12 1.000000
6 13 1.000000
6 14 1.000000
6 15 1.750000
6 16 1.000000
6 17 1.000000
6 18 1.000000
6 19 1.000000
6 20 1.000000
6 21 1.000000
6 22 1.000000
6 23 1.000000
6 24 1.000000
6 25 1.000000
6 26 1.000000
6 27 1.000000
6 28 1.000000
6 29 1.000000
6 30 1.000000
6 31 1.000000
6 32 1.000000
6 44 -1.500000
6 53 -1.500000
6 54 -1.500000
6 55 -1.500000
7 0 1.000000
7 1 1.000000
7 2 1.000000
7 3 1.750000
7 4 1.000000
7 5 1.000000
7 6 1.750000
7 8 1.000000
7 9 1.000000
7 10 1.000000
7 11 1.000000
7 12 1.000000
7 13 1.000000
7 14 1.000000
7 15 1.000000
7 16 1.000000
7 17 1.000000
7 18 1.000000
7 19 1.000000
7 20 1.000000
7 21 1.000000
7 22 1.000000
7 23 1.750000
7 24 1.000000
7 25 1.750000
7 26 1.000000
7 27 1.000000
7 28 1.000000
7 29 1.000000
7 30 1.000000
7 31 1.000000
7 32 1.000000
7 45 -1.500000
7 53 -1.500000
7 56 -1.500000
7 57 -1.500000
8 0 1.000000
8 1 1.750000
8 2 1.000000
8 3 1.000000
8 4 1.750000
8 5 1.000000
8 6 1.000000
8 7 1.000000
8 9 1.750000
8 10 1.750000
8 11 1.000000
8 12 1.750000
8 13 1.750000
8 14 1.000000
8 15 1.000000
8 16 1.000000
8 17 1.000000
8 18 1.000000
8 19 1.000000
8 20 1.000000
8 21 1.000000
8 22 1.000000
8 23 1.000000
8 24 1.000000
8 25 1.000000
8 26 1.000000
8 27 1.000000
8 28 1.000000
8 29 1.000000
8 30 1.000000
8 31 1.000000
8 32 1.000000
8 38 -1.500000
8 47 -1.500000
8 58 -1.500000
8 59 -1.500000
8 60 -1.500000
8 61 -1.500000
9 0 1.000000
9 1 1.000000
9 2 1.000000
9 3 1.000000
9 4 1.000000
9 5 1.000000
9 6 1.000000
9 7 1.000000
9 8 1.750000
9 10 1.750000
9 11 1.000000
9 12 1.000000
9 13 1.000000
9 14 1.000000
9 15 1.000000
9 16 1.750000
9 17 1.750000
9 18 1.000000
9 19 1.000000
9 20 1.000000
9 21 1.000000
9 22 1.000000
9 23 1.000000
9 24 1.000000
9 25 1.000000
9 26 1.000000
9 27 1.000000
9 28 1.000000
9 29 1.000000
9 30 1.000000
9 31 1.000000
9 32 1.000000
9 58 -1.500000
9 62 -1.500000
9 63 -1.500000
9 64 -1.500000
10 0 1.000000
10 1 1.750000
10 2 1.000000
10 3 1.000000
10 4 1.000000
10 5 1.000000
10 6 1.000000
10 7 1.000000
10 8 1.750000
10 9 1.750000
10 11 1.000000
10 12 1.000000
10 13 1.000000
10 14 1.000000
10 15 1.000000
10 16 1.000000
10 17 1.000000
10 18 1.000000
10 19 1.000000
10 20 1.000000
10 21 1.000000
10 22 1.750000
10 23 1.000000
10 24 1.000000
10 25 1.000000
10 26 1.750000
10 27 1.750000
10 28 1.000000
10 29 1.000000
10 30 1.000000
10 31 1.000000
10 32 1.000000
10 39 -1.500000
10 59 -1.500000
10 62 -1.500000
10 65 -1.500000
10 66 -1.500000
10 67 -1.500000
11 0 1.000000
11 1 1.000000
11 2 1.000000
11 3 1.000000
11 4 1.750000
11 5 1.000000
11 6 1.750000
11 7 1.000000
11 8 1.000000
11 9 1.000000
11 10 1.000000
11 12 1.750000
11 13 1.750000
11 14 1.750000
11 15 1.750000
11 16 1.000000
11 17 1.000000
11 18 1.000000
11 19 1.000000
11 20 1.000000
11 21 1.000000
11 22 1.000000
11 23 1.000000
11 24 1.000000
11 25 1.000000
11 26 1.000000
11 27 1.000000
11 28 1.000000
11 29 1.000000
11 30 1.000000
11 31 1.000000
11 32 1.000000
11 48 -1.500000
11 54 -1.500000
11 68 -1.500000
11 69 -1.500000
11 70 -1.500000
11 71 -1.500000
12 0 1.000000
12 1 1.000000
12 2 1.000000
12 3 1.000000
12 4 1.000000
12 5 1.000000
12 6 1.000000
12 7 1.000000
12 8 1.750000
12 9 1.000000
12 10 1.000000
12 11 1.750000
12 13 1.750000
12 14 1.000000
12 15 1.000000
12 16 1.750000
12 17 1.000000
12 18 1.750000
12 19 1.750000
12 20 1.000000
12 21 1.000000
12 22 1.000000
12 23 1.000000
12 24 1.000000
12 25 1.000000
12 26 1.000000
12 27 1.000000
12 28 1.000000
12 29 1.000000
12 30 1.000000
12 31 1.000000
12 32 1.000000
12 60 -1.500000
12 68 -1.500000
12 72 -1.500000
12 73 -1.500000
12 74 -1.500000
12 75 -1.500000
13 0 1.000000
13 1 1.000000
13 2 1.000000
13 3 1.000000
13 4 1.750000
13 5 1.000000
13 6 1.000000
13 7 1.000000
13 8 1.750000
13 9 1.000000
13 10 1.000000
13 11 1.750000
13 12 1.750000
13 14 1.000000
13 15 1.000000
13 16 1.000000
13 17 1.000000
13 18 1.000000
13 19 1.000000
13 20 1.000000
13 21 1.000000
13 22 1.000000
13 23 1.000000
13 24 1.750000
13 25 1.000000
13 26 1.750000
13 27 1.000000
13 28 1.750000
13 29 1.750000
13 30 1.000000
13 31 1.000000
13 32 1.000000
13 49 -1.500000
13 61 -1.500000
13 69 -1.500000
13 72 -1.500000
13 76 -1.500000
13 77 -1.500000
13 78 -1.500000
13 79 -1.500000
14 0 1.000000
14 1 1.000000
14 2 1.000000
14 3 1.000000
14 4 1.000000
14 5 1.000000
14 6 1.000000
14 7 1.000000
14 8 1.000000
14 9 1.000000
14 10 1.000000
14 11 1.750000
14 12 1.000000
14 13 1.000000
14 15 1.750000
14 16 1.000000
14 17 1.000000
14 18 1.750000
14 19 1.000000
14 20 1.750000
14 21 1.000000
14 22 1.000000
14 23 1.000000
14 24 1.000000
14 25 1.000000
14 26 1.000000
14 27 1.000000
14 28 1.000000
14 29 1.000000
14 30 1.000000
14 31 1.000000
14 32 1.000000
14 70 -1.500000
14 80 -1.500000
14 81 -1.500000
14 82 -1.500000
15 0 1.000000
15 1 1.000000
15 2 1.000000
15 3 1.000000
15 4 1.000000
15 5 1.000000
15 6 1.750000
15 7 1.000000
15 8 1.000000
15 9 1.000000
15 10 1.000000
15 11 1.750000
15 12 1.000000
15 13 1.000000
15 14 1.750000
15 16 1.000000
15 17 1.000000
15 18 1.000000
15 19 1.000000
15 20 1.000000
15 21 1.000000
15 22 1.000000
15 23 1.000000
15 24 1.000000
15 25 1.750000
15 26 1.000000
15 27 1.000000
15 28 1.750000
15 29 1.000000
15 30 1.750000
15 31 1.000000
15 32 1.000000
15 55 -1.500000
15 71 -1.500000
15 80 -1.500000
15 83 -1.500000
15 84 -1.500000
15 85 -1.500000
16 0 1.000000
16 1 1.000000
16 2 1.000000
16 3 1.000000
16 4 1.000000
16 5 1.000000
16 6 1.000000
16 7 1.000000
16 8 1.000000
16 9 1.750000
16 10 1.000000
16 11 1.000000
16 12 1.750000
16 13 1.000000
16 14 1.000000
16 15 1.000000
16 17 1.750000
16 18 1.000000
16 19 1.750000
16 20 1.000000
16 21 1.000000
16 22 1.000000
16 23 1.000000
16 24 1.000000
16 25 1.000000
16 26 1.000000
16 27 1.000000
16 28 1.000000
16 29 1.000000
16 30 1.000000
16 31 1.000000
16 32 1.000000
16 63 -1.500000
16 73 -1.500000
16 86 -1.500000
16 87 -1.500000
17 0 1.000000
17 1 1.000000
17 2 1.000000
17 3 1.000000
17 4 1.000000
17 5 1.000000
17 6 1.000000
17 7 1.000000
17 8 1.000000
17 9 1.750000
17 10 1.000000
17 11 1.000000
17 12 1.000000
17 13 1.000000
17 14 1.000000
17 15 1.000000
17 16 1.750000
17 18 1.000000
17 19 1.000000
17 20 1.000000
17 21 1.000000
17 22 1.000000
17 23 1.000000
17 24 1.000000
17 25 1.000000
17 26 1.000000
17 27 1.750000
17 28 1.000000
17 29 1.000000
17 30 1.000000
17 31 1.750000
17 32 1.000000
17 64 -1.500000
17 86 -1.500000
17 88 -1.500000
17 89 -1.500000
18 0 1.000000
18 1 1.000000
18 2 1.000000
18 3 1.000000
18 4 1.000000
18 5 1.000000
18 6 1.000000
18 7 1.000000
18 8 1.000000
18 9 1.000000
18 10 1.000000
18 11 1.000000
18 12 1.750000
18 13 1.000000
18 14 1.750000
18 15 1.000000
18 16 1.000000
18 17 1.000000
18 19 1.750000
18 20 1.750000
18 21 1.000000
18 22 1.000000
18 23 1.000000
18 24 1.000000
18 25 1.000000
18 26 1.000000
18 27 1.000000
18 28 1.000000
18 29 1.000000
18 30 1.000000
18 31 1.000000
18 32 1.000000
18 74 -1.500000
18 81 -1.500000
18 90 -1.500000
18 91 -1.500000
19 0 1.000000
19 1 1.000000
19 2 1.000000
19 3 1.000000
19 4 1.000000
19 5 1.000000
19 6 1.000000
19 7 1.000000
19 8 1.000000
19 9 1.000000
19 10 1.000000
19 11 1.000000
19 12 1.750000
19 13 1.000000
19 14 1.000000
19 15 1.000000
19 16 1.750000
19 17 1.000000
19 18 1.750000
19 20 1.000000
19 21 1.000000
19 22 1.000000
19 23 1.000000
19 24 1.000000
19 25 1.000000
19 26 1.000000
19 27 1.000000
19 28 1.000000
19 29 1.750000
19 30 1.000000
19 31 1.750000
19 32 1.750000
19 75 -1.500000
19 87 -1.500000
19 90 -1.500000
19 92 -1.500000
19 93 -1.500000
19 94 -1.500000
20 0 1.000000
20 1 1.000000
20 2 1.000000
20 3 1.000000
20 4 1.000000
20 5 1.000000
20 6 1.000000
20 7 1.000000
20 8 1.000000
20 9 1.000000
20 10 1.000000
20 11 1.000000
20 12 1.000000
20 13 1.000000
20 14 1.750000
20 15 1.000000
20 16 1.000000
20 17 1.000000
20 18 1.750000
20 19 1.000000
20 21 1.000000
20 22 1.000000
20 23 1.000000
20 24 1.000000
20 25 1.000000
20 26 1.000000
20 27 1.000000
20 28 1.000000
20 29 1.000000
20 30 1.750000
20 31 1.000000
20 32 1.750000
20 82 -1.500000
20 91 -1.500000
20 95 -1.500000
20 96 -1.500000
21 0 1.000000
21 1 1.000000
21 2 1.750000
21 3 1.000000
21 4 1.000000
21 5 1.750000
21 6 1.000000
21 7 1.000000
21 8 1.000000
21 9 1.000000
21 10 1.000000
21 11 1.000000
21 12 1.000000
21 13 1.000000
21 14 1.000000
21 15 1.000000
21 16 1.000000
21 17 1.000000
21 18 1.000000
21 19 1.000000
21 20 1.000000
21 22 1.750000
21 23 1.000000
21 24 1.750000
21 25 1.000000
21 26 1.000000
21 27 1.000000
21 28 1.000000
21 29 1.000000
21 30 1.000000
21 31 1.000000
21 32 1.000000
21 40 -1.500000
21 50 -1.500000
21 97 -1.500000
21 98 -1.500000
22 0 1.000000
22 1 1.000000
22 2 1.750000
22 3 1.000000
22 4 1.000000
22 5 1.000000
22 6 1.000000
22 7 1.000000
22 8 1.000000
22 9 1.000000
22 10 1.750000
22 11 1.000000
22 12 1.000000
22 13 1.000000
22 14 1.000000
22 15 1.000000
22 16 1.000000
22 17 1.000000
22 18 1.000000
22 19 1.000000
22 20 1.000000
22 21 1.750000
22 23 1.000000
22 24 1.000000
22 25 1.000000
22 26 1.750000
22 27 1.000000
22 28 1.000000
22 29 1.000000
22 30 1.000000
22 31 1.000000
22 32 1.000000
22 41 -1.500000
22 65 -1.500000
22 97 -1.500000
22 99 -1.500000
23 0 1.000000
23 1 1.000000
23 2 1.000000
23 3 1.000000
23 4 1.000000
23 5 1.750000
23 6 1.000000
23 7 1.750000
23 8 1.000000
23 9 1.000000
23 10 1.000000
23 11 1.000000
23 12 1.000000
23 13 1.000000
23 14 1.000000
23 15 1.000000
23 16 1.000000
23 17 1.000000
23 18 1.000000
23 19 1.000000
23 20 1.000000
23 21 1.000000
23 22 1.000000
23 24 1.750000
23 25 1.750000
23 26 1.000000
23 27 1.000000
23 28 1.000000
23 29 1.000000
23 30 1.000000
23 31 1.000000
23 32 1.000000
23 51 -1.500000
23 56 -1.500000
23 100 -1.500000
23 101 -1.500000
24 0 1.000000
24 1 1.000000
24 2 1.000000
24 3 1.000000
24 4 1.000000
24 5 1.750000
24 6 1.000000
24 7 1.000000
24 8 1.000000
24 9 1.000000
24 10 1.000000
24 11 1.000000
24 12 1.000000
24 13 1.750000
24 14 1.000000
24 15 1.000000
24 16 1.000000
24 17 1.000000
24 18 1.000000
24 19 1.000000
24 20 1.000000
24 21 1.750000
24 22 1.000000
24 23 1.750000
24 25 1.000000
24 26 1.750000
24 27 1.000000
24 28 1.750000
24 29 1.000000
24 30 1.000000
24 31 1.000000
24 32 1.000000
24 52 -1.500000
24 76 -1.500000
24 98 -1.500000
24 100 -1.500000
24 102 -1.500000
24 103 -1.500000
25 0 1.000000
25 1 1.000000
25 2 1.000000
25 3 1.000000
25 4 1.000000
25 5 1.000000
25 6 1.000000
25 7 1.750000
25 8 1.000000
25 9 1.000000
25 10 1.000000
25 11 1.000000
25 12 1.000000
25 13 1.000000
25 14 1.000000
25 15 1.750000
25 16 1.000000
25 17 1.000000
25 18 1.000000
25 19 1.000000
25 20 1.000000
25 21 1.000000
25 22 1.000000
25 23 1.750000
25 24 1.000000
25 26 1.000000
25 27 1.000000
25 28 1.750000
25 29 1.000000
25 30 1.000000
25 31 1.000000
25 32 1.000000
25 57 -1.500000
25 83 -1.500000
25 101 -1.500000
25 104 -1.500000
26 0 1.000000
26 1 1.000000
26 2 1.000000
26 3 1.000000
26 4 1.000000
26 5 1.000000
26 6 1.000000
26 7 1.000000
26 8 1.000000
26 9 1.000000
26 10 1.750000
26 11 1.000000
26 12 1.000000
26 13 1.750000
26 14 1.000000
26 15 1.000000
26 16 1.000000
26 17 1.000000
26 18 1.000000
26 19 1.000000
26 20 1.000000
26 21 1.000000
26 22 1.750000
26 23 1.000000
26 24 1.750000
26 25 1.000000
26 27 1.750000
26 28 1.000000
26 29 1.750000
26 30 1.000000
26 31 1.000000
26 32 1.000000
26 66 -1.500000
26 77 -1.500000
26 99 -1.500000
26 102 -1.500000
26 105 -1.500000
26 106 -1.500000
27 0 1.000000
27 1 1.000000
27 2 1.000000
27 3 1.000000
27 4 1.000000
27 5 1.000000
27 6 1.000000
27 7 1.000000
27 8 1.000000
27 9 1.000000
27 10 1.750000
27 11 1.000000
27 12 1.000000
27 13 1.000000
27 14 1.000000
27 15 1.000000
27 16 1.000000
27 17 1.750000
27 18 1.000000
27 19 1.000000
27 20 1.000000
27 21 1.000000
27 22 1.000000
27 23 1.000000
27 24 1.000000
27 25 1.000000
27 26 1.750000
27 28 1.000000
27 29 1.000000
27 30 1.000000
27 31 1.750000
27 32 1.000000
27 67 -1.500000
27 88 -1.500000
27 105 -1.500000
27 107 -1.500000
28 0 1.000000
28 1 1.000000
28 2 1.000000
28 3 1.000000
28 4 1.000000
28 5 1.000000
28 6 1.000000
28 7 1.000000
28 8 1.000000
28 9 1.000000
28 10 1.000000
28 11 1.000000
28 12 1.000000
28 13 1.750000
28 14 1.000000
28 15 1.750000
28 16 1.000000
28 17 1.000000
28 18 1.000000
28 19 1.000000
28 20 1.000000
28 21 1.000000
28 22 1.000000
28 23 1.000000
28 24 1.750000
28 25 1.750000
28 26 1.000000
28 27 1.000000
28 29 1.750000
28 30 1.750000
28 31 1.000000
28 32 1.000000
28 78 -1.500000
28 84 -1.500000
28 103 -1.500000
28 104 -1.500000
28 108 -1.500000
28 109 -1.500000
29 0 1.000000
29 1 1.000000
29 2 1.000000
29 3 1.000000
29 4 1.000000
29 5 1.000000
29 6 1.000000
29 7 1.000000
29 8 1.000000
29 9 1.000000
29 10 1.000000
29 11 1.000000
29 12 1.000000
29 13 1.750000
29 14 1.000000
29 15 1.000000
29 16 1.000000
29 17 1.000000
29 18 1.000000
29 19 1.750000
29 20 1.000000
29 21 1.000000
29 22 1.000000
29 23 1.000000
29 24 1.000000
29 25 1.000000
29 26 1.750000
29 27 1.000000
29 28 1.750000
29 30 1.000000
29 31 1.750000
29 32 1.750000
29 79 -1.500000
29 92 -1.500000
29 106 -1.500000
29 108 -1.500000
29 110 -1.500000
29 111 -1.500000
30 0 1.000000
30 1 1.000000
30 2 1.000000
30 3 1.000000
30 4 1.000000
30 5 1.000000
30 6 1.000000
30 7 1.000000
30 8 1.000000
30 9 1.000000
30 10 1.000000
30 11 1.000000
30 12 1.000000
30 13 1.000000
30 14 1.000000
30 15 1.750000
30 16 1.000000
30 17 1.000000
30 18 1.000000
30 19 1.000000
30 20 1.750000
30 21 1.000000
30 22 1.000000
30 23 1.000000
30 24 1.000000
30 25 1.000000
30 26 1.000000
30 27 1.000000
30 28 1.750000
30 29 1.000000
30 31 1.000000
30 32 1.750000
30 85 -1.500000
30 95 -1.500000
30 109 -1.500000
30 112 -1.500000
31 0 1.000000
31 1 1.000000
31 2 1.000000
31 3 1.000000
31 4 1.000000
31 5 1.000000
31 6 1.000000
31 7 1.000000
31 8 1.000000
31 9 1.000000
31 10 1.000000
31 11 1.000000
31 12 1.000000
31 13 1.000000
31 14 1.000000
31 15 1.000000
31 16 1.000000
31 17 1.750000
31 18 1.000000
31 19 1.750000
31 20 1.000000
31 21 1.000000
31 22 1.000000
31 23 1.000000
31 24 1.000000
31 25 1.000000
31 26 1.000000
31 27 1.750000
31 28 1.000000
31 29 1.750000
31 30 1.000000
31 32 1.000000
31 89 -1.500000
31 93 -1.500000
31 107 -1.500000
31 110 -1.500000
32 0 1.000000
32 1 1.000000
32 2 1.000000
32 3 1.000000
32 4 1.000000
32 5 1.000000
32 6 1.000000
32 7 1.000000
32 8 1.000000
32 9 1.000000
32 10 1.000000
32 11 1.000000
32 12 1.000000
32 13 1.000000
32 14 1.000000
32 15 1.000000
32 16 1.000000
32 17 1.000000
32 18 1.000000
32 19 1.750000
32 20 1.750000
32 21 1.000000
32 22 1.000000
32 23 1.000000
32 24 1.000000
32 25 1.000000
32 26 1.000000
32 27 1.000000
32 28 1.000000
32 29 1.750000
32 30 1.750000
32 31 1.000000
32 94 -1.500000
32 96 -1.500000
32 111 -1.500000
32 112 -1.500000
33 0 -1.500000
33 1 -1.500000
33 34 0.875000
33 35 0.500000
33 36 0.500000
33 37 0.875000
33 38 0.500000
33 39 0.500000
33 40 0.500000
33 41 0.500000
33 42 0.500000
33 43 0.500000
33 44 0.500000
33 45 0.500000
33 46 0.500000
33 47 0.500000
33 48 0.500000
33 49 0.500000
33 50 0.500000
33 51 0.500000
33 52 0.500000
33 53 0.500000
33 54 0.500000
33 55 0.500000
33 56 0.500000
33 57 0.500000
33 58 0.500000
33 59 0.500000
33 60 0.500000
33 61 0.500000
33 62 0.500000
33 63 0.500000
33 64 0.500000
33 65 0.500000
33 66 0.500000
33 67 0.500000
33 68 0.500000
33 69 0.500000
33 70 0.500000
33 71 0.500000
33 72 0.500000
33 73 0.500000
33 74 0.500000
33 75 0.500000
33 76 0.500000
33 77 0.500000
33 78 0.500000
33 79 0.500000
33 80 0.500000
33 81 0.500000
33 82 0.500000
33 83 0.500000
33 84 0.500000
33 85 0.500000
33 86 0.500000
33 87 0.500000
33 88 0.500000
33 89 0.500000
33 90 0.500000
33 91 0.500000
33 92 0.500000
33 93 0.500000
33 94 0.500000
33 95 0.500000
33 96 0.500000
33 97 0.500000
33 98 0.500000
33 99 0.500000
33 100 0.500000
33 101 0.500000
33 102 0.500000
33 103 0.500000
33 104 0.500000
33 105 0.500000
33 106 0.500000
33 107 0.500000
33 108 0.500000
33 109 0.500000
33 110 0.500000
33 111 0.500000
33 112 0.500000
33 113 -0.500000
33 114 -1.000000
34 0 -1.500000
34 2 -1.500000
34 33 0.875000
34 35 0.500000
34 36 0.500000
34 37 0.875000
34 38 0.500000
34 39 0.500000
34 40 0.500000
34 41 0.500000
34 42 0.500000
34 43 0.500000
34 44 0.500000
34 45 0.500000
34 46 0.500000
34 47 0.500000
34 48 0.500000
34 49 0.500000
34 50 0.500000
34 51 0.500000
34 52 0.500000
34 53 0.500000
34 54 0.500000
34 55 0.500000
34 56 0.500000
34 57 0.500000
34 58 0.500000
34 59 0.500000
34 60 0.500000
34 61 0.500000
34 62 0.500000
34 63 0.500000
34 64 0.500000
34 65 0.500000
34 66 0.500000
34 67 0.500000
34 68 0.500000
34 69 0.500000
34 70 0.500000
34 71 0.500000
34 72 0.500000
34 73 0.500000
34 74 0.500000
34 75 0.500000
34 76 0.500000
34 77 0.500000
34 78 0.500000
34 79 0.500000
34 80 0.500000
34 81 0.500000
34 82 0.500000
34 83 0.500000
34 84 0.500000
34 85 0.500000
34 86 0.500000
34 87 0.500000
34 88 0.500000
34 89 0.500000
34 90 0.500000
34 91 0.500000
34 92 0.500000
34 93 0.500000
34 94 0.500000
34 95 0.500000
34 96 0.500000
34 97 0.500000
34 98 0.500000
34 99 0.500000
34 100 0.500000
34 101 0.500000
34 102 0.500000
34 103 0.500000
34 104 0.500000
34 105 0.500000
34 106 0.500000
34 107 0.500000
34 108 0.500000
34 109 0.500000
34 110 0.500000
34 111 0.500000
34 112 0.500000
34 113 -0.500000
34 114 -1.000000
35 0 -1.500000
35 4 -1.500000
35 33 0.500000
35 34 0.500000
35 36 0.875000
35 37 0.500000
35 38 0.500000
35 39 0.500000
35 40 0.500000
35 41 0.500000
35 42 0.875000
35 43 0.875000
35 44 0.500000
35 45 0.500000
35 46 0.875000
35 47 0.500000
35 48 0.500000
35 49 0.500000
35 50 0.500000
35 51 0.500000
35 52 0.500000
35 53 0.500000
35 54 0.500000
35 55 0.500000
35 56 0.500000
35 57 0.500000
35 58 0.500000
35 59 0.500000
35 60 0.500000
35 61 0.500000
35 62 0.500000
35 63 0.500000
35 64 0.500000
35 65 0.500000
35 66 0.500000
35 67 0.500000
35 68 0.500000
35 69 0.500000
35 70 0.500000
35 71 0.500000
35 72 0.500000
35 73 0.500000
35 74 0.500000
35 75 0.500000
35 76 0.500000
35 77 0.500000
35 78 0.500000
